zip_file,status,audio_found,audio_made_smaller,before_bytes,after_bytes,before_mib,after_mib,saved_bytes,saved_percent,output_file
LIDO_drawshape0001.zip,compressed,1,1,27355,25581,0.03,0.02,1774,6.49,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0001.zip
LIDO_drawshape0006.zip,compressed,1,1,24656,23406,0.02,0.02,1250,5.07,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0006.zip
LIDO_drawshape0008.zip,compressed,1,1,27920,25595,0.03,0.02,2325,8.33,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0008.zip
LIDO_drawshape0005.zip,compressed,1,1,33580,32083,0.03,0.03,1497,4.46,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0005.zip
LIDO_drawshape0010.zip,compressed,1,1,37492,35333,0.04,0.03,2159,5.76,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0010.zip
LIDO_drawshape0015.zip,compressed,1,1,34288,33208,0.03,0.03,1080,3.15,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0015.zip
LIDO_matchingcard0005.zip,unchanged (compression gave no saving),0,0,33572,33572,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_matchingcard0005.zip
LIDO_maths1509_en.zip,unchanged (compression gave no saving),0,0,33096,33096,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1509_en.zip
LIDO_maths1509_hi.zip,unchanged (compression gave no saving),0,0,33094,33094,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1509_hi.zip
LIDO_maths1509_kn.zip,unchanged (compression gave no saving),0,0,33098,33098,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1509_kn.zip
LIDO_maths1510_en.zip,unchanged (compression gave no saving),0,0,33137,33137,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1510_en.zip
LIDO_maths1510_hi.zip,unchanged (compression gave no saving),0,0,33139,33139,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1510_hi.zip
LIDO_maths1510_kn.zip,unchanged (compression gave no saving),0,0,33108,33108,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1510_kn.zip
LIDO_maths1511_en.zip,unchanged (compression gave no saving),0,0,33123,33123,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1511_en.zip
LIDO_maths1511_hi.zip,unchanged (compression gave no saving),0,0,33150,33150,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1511_hi.zip
LIDO_maths1511_kn.zip,unchanged (compression gave no saving),0,0,33123,33123,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1511_kn.zip
LIDO_maths1512_en.zip,unchanged (compression gave no saving),0,0,33147,33147,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1512_en.zip
LIDO_maths1512_hi.zip,unchanged (compression gave no saving),0,0,33131,33131,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1512_hi.zip
LIDO_maths1512_kn.zip,unchanged (compression gave no saving),0,0,33133,33133,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1512_kn.zip
LIDO_maths1513_en.zip,unchanged (compression gave no saving),0,0,32961,32961,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1513_en.zip
LIDO_maths1513_hi.zip,unchanged (compression gave no saving),0,0,33145,33145,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1513_hi.zip
LIDO_maths1513_kn.zip,unchanged (compression gave no saving),0,0,33139,33139,0.03,0.03,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1513_kn.zip
LIDO_drawshape0000.zip,compressed,1,1,44033,42437,0.04,0.04,1596,3.62,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0000.zip
LIDO_drawshape0002.zip,compressed,1,1,42306,41191,0.04,0.04,1115,2.64,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0002.zip
LIDO_drawshape0003.zip,compressed,1,1,47354,45733,0.05,0.04,1621,3.42,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0003.zip
LIDO_drawshape0004.zip,compressed,1,1,45344,43766,0.04,0.04,1578,3.48,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0004.zip
LIDO_drawshape0007.zip,compressed,1,1,47705,46808,0.05,0.04,897,1.88,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0007.zip
LIDO_drawshape0009.zip,compressed,1,1,42487,41070,0.04,0.04,1417,3.34,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0009.zip
LIDO_drawshape0011.zip,compressed,1,1,87590,42848,0.08,0.04,44742,51.08,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0011.zip
LIDO_drawshape0014.zip,compressed,1,1,47930,46247,0.05,0.04,1683,3.51,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0014.zip
LIDO_kn2_1106.zip,compressed,9,9,95621,38208,0.09,0.04,57413,60.04,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_1106.zip
LIDO_kn4818.zip,compressed,9,9,107145,43905,0.1,0.04,63240,59.02,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4818.zip
LIDO_maths0901_en.zip,compressed,12,12,56924,43248,0.05,0.04,13676,24.03,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0901_en.zip
LIDO_maths0901_hi.zip,compressed,12,12,56676,44137,0.05,0.04,12539,22.12,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0901_hi.zip
LIDO_maths0902_kn.zip,compressed,12,12,60432,45663,0.06,0.04,14769,24.44,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0902_kn.zip
LIDO_maths2705_kn.zip,unchanged (compression gave no saving),0,0,38020,38020,0.04,0.04,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2705_kn.zip
LIDO_maths2706_kn.zip,unchanged (compression gave no saving),0,0,38365,38365,0.04,0.04,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2706_kn.zip
LIDO_maths2707_kn.zip,unchanged (compression gave no saving),0,0,38388,38388,0.04,0.04,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2707_kn.zip
LIDO_maths2708_kn.zip,unchanged (compression gave no saving),0,0,38386,38386,0.04,0.04,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2708_kn.zip
LIDO_puzzle0100.zip,compressed,1,1,56070,38684,0.05,0.04,17386,31.01,/home/santhosh/Desktop/audio-compressed-zips/LIDO_puzzle0100.zip
LIDO_puzzle0101.zip,compressed,1,1,56174,38788,0.05,0.04,17386,30.95,/home/santhosh/Desktop/audio-compressed-zips/LIDO_puzzle0101.zip
LIDO_puzzle0102.zip,compressed,1,1,56067,38681,0.05,0.04,17386,31.01,/home/santhosh/Desktop/audio-compressed-zips/LIDO_puzzle0102.zip
LIDO_puzzle0103.zip,compressed,1,1,56189,38803,0.05,0.04,17386,30.94,/home/santhosh/Desktop/audio-compressed-zips/LIDO_puzzle0103.zip
LIDO_puzzle0104.zip,compressed,1,1,56067,38681,0.05,0.04,17386,31.01,/home/santhosh/Desktop/audio-compressed-zips/LIDO_puzzle0104.zip
LIDO_drawshape0012.zip,compressed,1,1,50241,48861,0.05,0.05,1380,2.75,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0012.zip
LIDO_drawshape0013.zip,compressed,1,1,50931,49504,0.05,0.05,1427,2.8,/home/santhosh/Desktop/audio-compressed-zips/LIDO_drawshape0013.zip
LIDO_matchingcard0006.zip,unchanged (compression gave no saving),0,0,54951,54951,0.05,0.05,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_matchingcard0006.zip
LIDO_maths0205_en.zip,compressed,12,12,69126,56791,0.07,0.05,12335,17.84,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0205_en.zip
LIDO_maths0307_en.zip,compressed,10,10,68091,57478,0.06,0.05,10613,15.59,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0307_en.zip
LIDO_maths0308_en.zip,compressed,10,10,67696,57083,0.06,0.05,10613,15.68,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0308_en.zip
LIDO_maths_quiz03_en.zip,compressed,10,10,58737,48124,0.06,0.05,10613,18.07,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths_quiz03_en.zip
LIDO_maths_quiz03_hi.zip,compressed,10,10,58577,49011,0.06,0.05,9566,16.33,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths_quiz03_hi.zip
LIDO_maths_quiz03_kn.zip,compressed,10,10,63242,50969,0.06,0.05,12273,19.41,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths_quiz03_kn.zip
host0001.zip,compressed,25,25,236802,56556,0.23,0.05,180246,76.12,/home/santhosh/Desktop/audio-compressed-zips/host0001.zip
LIDO_en0402.zip,compressed,6,6,67528,60119,0.06,0.06,7409,10.97,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0402.zip
LIDO_kn2_0403.zip,compressed,21,21,154206,63977,0.15,0.06,90229,58.51,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn2_0403.zip
LIDO_kn4817.zip,compressed,18,18,92304,62071,0.09,0.06,30233,32.75,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4817.zip
LIDO_maths0102_en.zip,compressed,11,11,87285,67744,0.08,0.06,19541,22.39,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0102_en.zip
LIDO_maths0102_hi.zip,compressed,11,11,81418,66861,0.08,0.06,14557,17.88,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0102_hi.zip
LIDO_maths0102_kn.zip,compressed,11,11,84828,66799,0.08,0.06,18029,21.25,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0102_kn.zip
LIDO_maths0205_hi.zip,compressed,14,14,76683,62350,0.07,0.06,14333,18.69,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0205_hi.zip
LIDO_maths0205_kn.zip,compressed,13,13,80080,63391,0.08,0.06,16689,20.84,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0205_kn.zip
LIDO_maths0307_hi.zip,compressed,10,10,67899,58333,0.06,0.06,9566,14.09,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0307_hi.zip
LIDO_maths0307_kn.zip,compressed,10,10,72293,60020,0.07,0.06,12273,16.98,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0307_kn.zip
LIDO_maths0308_hi.zip,compressed,10,10,67713,58147,0.06,0.06,9566,14.13,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0308_hi.zip
LIDO_maths0308_kn.zip,compressed,10,10,72414,60141,0.07,0.06,12273,16.95,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0308_kn.zip
LIDO_maths0310_en.zip,compressed,11,11,73655,62284,0.07,0.06,11371,15.44,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0310_en.zip
LIDO_maths0310_hi.zip,compressed,11,11,74394,63739,0.07,0.06,10655,14.32,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0310_hi.zip
LIDO_maths0310_kn.zip,compressed,11,11,79140,65659,0.08,0.06,13481,17.03,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0310_kn.zip
LIDO_maths0701_en.zip,compressed,10,10,74185,58658,0.07,0.06,15527,20.93,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0701_en.zip
LIDO_maths0701_hi.zip,compressed,10,10,76046,59514,0.07,0.06,16532,21.74,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0701_hi.zip
LIDO_maths0701_kn.zip,compressed,10,10,81426,62655,0.08,0.06,18771,23.05,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0701_kn.zip
LIDO_maths0703_en.zip,compressed,10,10,75604,59178,0.07,0.06,16426,21.73,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0703_en.zip
LIDO_maths0703_hi.zip,compressed,10,10,72908,58171,0.07,0.06,14737,20.21,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0703_hi.zip
LIDO_maths0703_kn.zip,compressed,10,10,83058,63355,0.08,0.06,19703,23.72,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0703_kn.zip
LIDO_maths0705_en.zip,compressed,10,10,75132,58822,0.07,0.06,16310,21.71,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0705_en.zip
LIDO_maths0705_hi.zip,compressed,10,10,79781,61256,0.08,0.06,18525,23.22,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0705_hi.zip
LIDO_maths0705_kn.zip,compressed,10,10,83976,64084,0.08,0.06,19892,23.69,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0705_kn.zip
LIDO_maths0707_en.zip,compressed,10,10,76569,59771,0.07,0.06,16798,21.94,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0707_en.zip
LIDO_maths0707_hi.zip,compressed,10,10,75468,59381,0.07,0.06,16087,21.32,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0707_hi.zip
LIDO_maths0707_kn.zip,compressed,10,10,82076,62951,0.08,0.06,19125,23.3,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0707_kn.zip
LIDO_maths0709_en.zip,compressed,10,10,78141,60398,0.07,0.06,17743,22.71,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0709_en.zip
LIDO_maths0709_hi.zip,compressed,10,10,72585,58722,0.07,0.06,13863,19.1,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0709_hi.zip
LIDO_maths0709_kn.zip,compressed,10,10,82385,62929,0.08,0.06,19456,23.62,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0709_kn.zip
LIDO_maths0711_en.zip,compressed,10,10,77498,60194,0.07,0.06,17304,22.33,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0711_en.zip
LIDO_maths0711_hi.zip,compressed,10,10,77972,61509,0.07,0.06,16463,21.11,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0711_hi.zip
LIDO_maths0711_kn.zip,compressed,10,10,81652,62552,0.08,0.06,19100,23.39,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0711_kn.zip
LIDO_maths0713_en.zip,compressed,10,10,73841,58142,0.07,0.06,15699,21.26,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0713_en.zip
LIDO_maths0713_hi.zip,compressed,10,10,74079,59119,0.07,0.06,14960,20.19,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0713_hi.zip
LIDO_maths0713_kn.zip,compressed,10,10,82724,63117,0.08,0.06,19607,23.7,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0713_kn.zip
LIDO_maths0715_en.zip,compressed,10,10,74161,58640,0.07,0.06,15521,20.93,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0715_en.zip
LIDO_maths0715_hi.zip,compressed,10,10,81994,62484,0.08,0.06,19510,23.79,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0715_hi.zip
LIDO_maths0715_kn.zip,compressed,10,10,82541,62965,0.08,0.06,19576,23.72,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0715_kn.zip
LIDO_maths0716_en.zip,compressed,10,10,73952,58431,0.07,0.06,15521,20.99,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0716_en.zip
LIDO_maths0716_hi.zip,compressed,11,11,85320,64519,0.08,0.06,20801,24.38,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0716_hi.zip
LIDO_maths0716_kn.zip,compressed,10,10,82545,62969,0.08,0.06,19576,23.72,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0716_kn.zip
LIDO_maths0805_en.zip,compressed,10,10,76065,65452,0.07,0.06,10613,13.95,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0805_en.zip
LIDO_maths0805_hi.zip,compressed,10,10,75871,66305,0.07,0.06,9566,12.61,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0805_hi.zip
LIDO_maths0900_en.zip,compressed,12,12,80869,67193,0.08,0.06,13676,16.91,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0900_en.zip
LIDO_maths0902_en.zip,compressed,12,12,81042,67366,0.08,0.06,13676,16.88,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0902_en.zip
LIDO_maths0902_hi.zip,compressed,12,12,80648,68109,0.08,0.06,12539,15.55,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0902_hi.zip
LIDO_maths1000_en.zip,compressed,12,12,80880,67164,0.08,0.06,13716,16.96,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1000_en.zip
LIDO_maths1001_en.zip,compressed,12,12,81027,67311,0.08,0.06,13716,16.93,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1001_en.zip
LIDO_maths1002_en.zip,compressed,12,12,80746,67030,0.08,0.06,13716,16.99,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1002_en.zip
LIDO_maths1200_en.zip,compressed,16,16,83822,65559,0.08,0.06,18263,21.79,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1200_en.zip
LIDO_maths1200_hi.zip,compressed,16,16,85337,67600,0.08,0.06,17737,20.78,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1200_hi.zip
LIDO_maths1400_en.zip,compressed,12,12,81089,67413,0.08,0.06,13676,16.87,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1400_en.zip
LIDO_maths1401_en.zip,compressed,12,12,81079,67403,0.08,0.06,13676,16.87,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1401_en.zip
LIDO_maths1500_en.zip,compressed,12,12,81228,67512,0.08,0.06,13716,16.89,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1500_en.zip
LIDO_maths1501_en.zip,compressed,12,12,81214,67498,0.08,0.06,13716,16.89,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1501_en.zip
LIDO_maths2001_en.zip,compressed,16,16,81775,63423,0.08,0.06,18352,22.44,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2001_en.zip
LIDO_maths2001_hi.zip,compressed,16,16,83119,65501,0.08,0.06,17618,21.2,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2001_hi.zip
LIDO_maths2001_kn.zip,compressed,16,16,88641,67576,0.08,0.06,21065,23.76,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2001_kn.zip
LIDO_maths2003_en.zip,compressed,15,15,83266,66435,0.08,0.06,16831,20.21,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2003_en.zip
LIDO_maths2004_en.zip,compressed,17,17,87525,66819,0.08,0.06,20706,23.66,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2004_en.zip
LIDO_maths2510_en.zip,compressed,17,17,87524,66818,0.08,0.06,20706,23.66,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths2510_en.zip
Letter_Identification.zip,compressed,19,19,89999,58949,0.09,0.06,31050,34.5,/home/santhosh/Desktop/audio-compressed-zips/Letter_Identification.zip
LIDO_en0400.zip,compressed,6,6,82608,71263,0.08,0.07,11345,13.73,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0400.zip
LIDO_en0605.zip,compressed,26,26,111443,75221,0.11,0.07,36222,32.5,/home/santhosh/Desktop/audio-compressed-zips/LIDO_en0605.zip
LIDO_kn0004.zip,compressed,5,5,79178,75926,0.08,0.07,3252,4.11,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn0004.zip
LIDO_kn1600.zip,compressed,6,6,82454,78007,0.08,0.07,4447,5.39,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn1600.zip
LIDO_kn4808.zip,compressed,5,5,87943,74631,0.08,0.07,13312,15.14,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4808.zip
LIDO_kn4809.zip,compressed,5,5,87083,75207,0.08,0.07,11876,13.64,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4809.zip
LIDO_kn4810.zip,compressed,5,5,95042,76472,0.09,0.07,18570,19.54,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4810.zip
LIDO_kn4811.zip,compressed,5,5,83214,72637,0.08,0.07,10577,12.71,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4811.zip
LIDO_kn4812.zip,compressed,5,5,89866,72884,0.09,0.07,16982,18.9,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4812.zip
LIDO_kn4813.zip,compressed,5,5,80144,73094,0.08,0.07,7050,8.8,/home/santhosh/Desktop/audio-compressed-zips/LIDO_kn4813.zip
LIDO_matchingcard0003.zip,unchanged (compression gave no saving),0,0,71421,71421,0.07,0.07,0,0,/home/santhosh/Desktop/audio-compressed-zips/LIDO_matchingcard0003.zip
LIDO_maths0101_en.zip,compressed,5,5,81603,76652,0.08,0.07,4951,6.07,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0101_en.zip
LIDO_maths0101_hi.zip,compressed,5,5,81595,77406,0.08,0.07,4189,5.13,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0101_hi.zip
LIDO_maths0101_kn.zip,compressed,5,5,84842,78614,0.08,0.07,6228,7.34,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0101_kn.zip
LIDO_maths0304_en.zip,compressed,7,7,78705,71474,0.08,0.07,7231,9.19,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0304_en.zip
LIDO_maths0304_hi.zip,compressed,8,8,81517,73916,0.08,0.07,7601,9.32,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0304_hi.zip
LIDO_maths0304_kn.zip,compressed,8,8,85453,75489,0.08,0.07,9964,11.66,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0304_kn.zip
LIDO_maths0309_en.zip,compressed,12,12,89299,69000,0.09,0.07,20299,22.73,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0309_en.zip
LIDO_maths0309_hi.zip,compressed,12,12,84349,68703,0.08,0.07,15646,18.55,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0309_hi.zip
LIDO_maths0309_kn.zip,compressed,12,12,88219,68982,0.08,0.07,19237,21.81,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0309_kn.zip
LIDO_maths0603_en.zip,compressed,20,20,101240,76834,0.1,0.07,24406,24.11,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0603_en.zip
LIDO_maths0604_en.zip,compressed,18,18,95182,73079,0.09,0.07,22103,23.22,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0604_en.zip
LIDO_maths0604_hi.zip,compressed,18,18,95854,74964,0.09,0.07,20890,21.79,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0604_hi.zip
LIDO_maths0604_kn.zip,compressed,18,18,104054,78533,0.1,0.07,25521,24.53,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0604_kn.zip
LIDO_maths0805_kn.zip,compressed,10,10,80574,68301,0.08,0.07,12273,15.23,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0805_kn.zip
LIDO_maths0806_hi.zip,compressed,5,5,92500,69867,0.09,0.07,22633,24.47,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0806_hi.zip
LIDO_maths0806_kn.zip,compressed,5,5,95251,70935,0.09,0.07,24316,25.53,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0806_kn.zip
LIDO_maths0900_hi.zip,compressed,12,12,80715,68176,0.08,0.07,12539,15.53,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0900_hi.zip
LIDO_maths0900_kn.zip,compressed,12,12,84484,69715,0.08,0.07,14769,17.48,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0900_kn.zip
LIDO_maths0901_kn.zip,compressed,12,12,84438,69669,0.08,0.07,14769,17.49,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths0901_kn.zip
LIDO_maths1000_hi.zip,compressed,12,12,81163,68413,0.08,0.07,12750,15.71,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1000_hi.zip
LIDO_maths1000_kn.zip,compressed,12,12,84129,69461,0.08,0.07,14668,17.44,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1000_kn.zip
LIDO_maths1001_hi.zip,compressed,12,12,81103,68353,0.08,0.07,12750,15.72,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1001_hi.zip
LIDO_maths1001_kn.zip,compressed,12,12,84107,69439,0.08,0.07,14668,17.44,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1001_kn.zip
LIDO_maths1002_hi.zip,compressed,12,12,81107,68357,0.08,0.07,12750,15.72,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1002_hi.zip
LIDO_maths1002_kn.zip,compressed,12,12,83865,69197,0.08,0.07,14668,17.49,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1002_kn.zip
LIDO_maths1201_en.zip,compressed,20,20,102995,76855,0.1,0.07,26140,25.38,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1201_en.zip
LIDO_maths1201_hi.zip,compressed,20,20,104502,78404,0.1,0.07,26098,24.97,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1201_hi.zip
LIDO_maths1202_en.zip,compressed,20,20,104393,77354,0.1,0.07,27039,25.9,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1202_en.zip
LIDO_maths1202_hi.zip,compressed,20,20,101349,77046,0.1,0.07,24303,23.98,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1202_hi.zip
LIDO_maths1203_en.zip,compressed,20,20,104108,77185,0.1,0.07,26923,25.86,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1203_en.zip
LIDO_maths1204_en.zip,compressed,20,20,105390,77979,0.1,0.07,27411,26.01,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1204_en.zip
LIDO_maths1204_hi.zip,compressed,20,20,103944,78291,0.1,0.07,25653,24.68,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1204_hi.zip
LIDO_maths1205_en.zip,compressed,20,20,106977,78621,0.1,0.07,28356,26.51,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1205_en.zip
LIDO_maths1205_hi.zip,compressed,20,20,101056,77627,0.1,0.07,23429,23.18,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1205_hi.zip
LIDO_maths1206_en.zip,compressed,20,20,106322,78405,0.1,0.07,27917,26.26,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1206_en.zip
LIDO_maths1207_en.zip,compressed,20,20,102657,76345,0.1,0.07,26312,25.63,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1207_en.zip
LIDO_maths1207_hi.zip,compressed,20,20,102557,78031,0.1,0.07,24526,23.91,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1207_hi.zip
LIDO_maths1208_en.zip,compressed,20,20,102972,76838,0.1,0.07,26134,25.38,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1208_en.zip
LIDO_maths1301_en.zip,compressed,18,18,99177,75684,0.09,0.07,23493,23.69,/home/santhosh/Desktop/audio-compressed-zips/LIDO_maths1301_en.zip
